Carimbo de data/hora; VOCÊ ACEITARIA PARTICIPAR DA NOSSA PESQUISA ?;Idade;POSSUI ALGUMA DEFICIÊNCIA?;Reside em Coari?;Se a resposta for não, especificar cidade:;VOCÊ SE AUTODECLARA ; RENDA FAMILIAR MENSAL (A SOMA DE TODAS AS PESSOAS QUE RECEBEM E MORAM COM VOCÊ);QUANTAS PESSOAS, INCLUINDO VOCÊ, VIVEM DA RENDA MENSAL DE SUA FAMILÍA?;NÍVEL DE ESCOLARIDADE;QUAL A NATUREZA DA INSTITUIÇÃO EM QUE VOCÊ CURSOU O ENSINO FUNDAMENTAL E MÉDIO?;VOCÊ TEM INTERESSE EM CURSAR LICENCIATURA EM PEDAGOGIA? POR QUÊ?;SE A RESPOSTA ANTERIOR FOR SIM, QUAL O TURNO;VOCÊ TERIA INTERESSE EM OUTRO CURSO? QUAL?;COMO VOCÊ AVALIA A IMPLEMENTAÇÃO DO CURSO DE LICENCIATURA EM PEDAGOGIA NO ISB?;AS UNIVERSIDADES PARTICULARES OFERTAM CURSO DE PEDAGOGIA, O QUE TE IMPEDIU DE CURSAR?
2/28/2025 17:33:06;Sim;entre 15 e 24 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;5 pessoas;Médio completo;Todas em instituição pública;não ;;Enfermagem ;Muito importante;Mensalidade 
2/28/2025 17:41:16;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;Mais de 5 pessoas;Superior incompleto;Todas em instituição pública;não tenho;;já faço enfermagem ;Muito importante;eu já fiz na particular dois períodos com bolsa de 100%. nada me impediu.
2/28/2025 17:41:51;Sim;mais de 40 anos;Não;Sim;;Preta;02 a 04 salários-mínimos;1 pessoa;Mestrado;Todas em instituição pública;Sim, tenho interesse em cursar Licenciatura em Pedagogia porque gosto da área da educação e quero contribuir para a formação de crianças e jovens. Acredito que a pedagogia me dará conhecimentos sobre metodologias de ensino, psicologia da aprendizagem e gestão educacional, preparando-me para atuar de forma eficaz na sala de aula ou em outras áreas da educação.;Noturno;Educação física;Muito importante;Questão financeiro
2/28/2025 17:41:55;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Médio incompleto;Todas em instituição pública;Sim, pois é um curso que desperta meu interesse além de ser bastante amplo em oportunidades ;Noturno;;Muito importante;Situações financeiras 
2/28/2025 17:42:41;Sim;entre 25 e 30 anos;Não;Não;Tefé ;Preta;Menos de 02 salários-mínimos;4 pessoas;Médio completo;Todas em instituição pública;Sim, pois gostaria de trabalhar com crianças ;Vespertino;Biotecnologia ;Muito importante;Renda mensal 
2/28/2025 17:43:42;Sim;entre 15 e 24 anos;Não;Sim;;Branca;04 a 06 salários-mínimos;3 pessoas;Superior incompleto;Parte em instituição pública e parte privada;sim;Matutino;Pscicologia ;Muito importante;
2/28/2025 17:44:16;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Médio completo;Todas em instituição pública;É uma área que me identifico muito, em relação ao ensinar e aprender!;Noturno;;Muito importante;A Renda familiar.
2/28/2025 17:44:35;Sim;entre 31 e 40 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;5 pessoas;Médio completo;Todas em instituição pública;Sim. Um curso que sempre tive vontade de fazer;Diurno;;Muito importante;Condições financeiras 
2/28/2025 17:49:14;Sim;entre 31 e 40 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Não, por que em Coari já tem demais pedagogo;;Tecnologia da informação ;Sem necessidade;Não tenho interesse 
2/28/2025 17:49:48;Sim;entre 15 e 24 anos;Não;Sim;;Preta;02 a 04 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Não. Não acho um curso atrativo quanto aos que já estão no ISB. Mas concordo que a uma demanda de procura pra esse curso, e mais ainda para o curso de Educação física.;Diurno;Educação Física ;Indiferente;
2/28/2025 17:50:59;Sim;entre 15 e 24 anos;Não;Não;Alvarães;Parda;Menos de 02 salários-mínimos;5 pessoas;Superior incompleto;Todas em instituição pública;Não tenho interesse;;Educação Física ;Importante;
2/28/2025 17:51:39;Sim;entre 25 e 30 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;2 pessoas;Médio completo;Todas em instituição pública;Não;;Fonoaudiologia;Muito importante;
2/28/2025 17:52:23;Sim;entre 25 e 30 anos;Não;Não;Tefé-Am ;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;"

Quero trabalhar com pedagogia porque acredito que a educação transforma vidas. Tenho paixão por ensinar e desejo ajudar as crianças a desenvolver seu potencial em um ambiente inclusivo e inspirador";Diurno;Biotecnologia ;Muito importante;Varios montivos um deles a minha renda 
2/28/2025 17:52:56;Sim;entre 31 e 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Médio completo;Todas em instituição pública;E a ária que me indentifico;Noturno;Administração ;Muito importante;Nao
2/28/2025 17:54:05;Sim;mais de 40 anos;Não;Sim;Coari;Parda;02 a 04 salários-mínimos;1 pessoa;Superior completo;Todas em instituição pública;Sim, profissão ;Noturno;Psicologia ;Muito importante;Falta de recurso
2/28/2025 17:55:00;Sim;mais de 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Quero trabalhar com ensino fundamental I;Noturno;Educação Especial ;Muito importante;Sem renda 
2/28/2025 17:58:22;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;Mais de 5 pessoas;Superior incompleto;Todas em instituição pública;Porque eu dou aula para crianças e jovens na minha igreja, isso me despertou o interesse pela área.;Noturno;Enfermagem ou medicina ;Muito importante;Nao tenho recurso para pagar o curso.
2/28/2025 18:04:39;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Sim. É uma área que abre grande leque de oportunidades, e seria um complemento pra que é formado em área específica. ;Noturno;Educação física ;Muito importante;O auto valor da mensalidade. 
2/28/2025 18:05:25;Sim;entre 31 e 40 anos;Não;Sim;;Indígena;02 a 04 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Não ;;Sim;Sem necessidade;Ja cursei 
2/28/2025 18:07:50;Sim;entre 31 e 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Não, mas minha esposa sim. ;Noturno;Odontologia;Muito importante;Sim, os valores comprados. 
2/28/2025 18:12:16;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;5 pessoas;Médio completo;Todas em instituição pública;ME INDENTIFICO COM A ÁREA ;Noturno;PSICOLOGIA ;Muito importante;Dificuldade financeira 
2/28/2025 18:13:58;Sim;entre 31 e 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;3 pessoas;Superior incompleto;Todas em instituição pública;Ser pedagoga;Noturno;;Muito importante;Não tenho dinheiro pra mensalidade
2/28/2025 18:15:08;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior incompleto;Todas em instituição pública;Sim, pois o curso ajudará muita na educação na região norte do país... como vemos tem uma escassez de profissionais na área ;Diurno;Psicologia ;Importante;Renda da familia foi insuficiente para os gastos mensais 
2/28/2025 18:15:59;Sim;entre 15 e 24 anos;Não;Sim;;Branca;02 a 04 salários-mínimos;5 pessoas;Médio completo;Parte em instituição pública e parte privada;sim,porque adoro a área relacionada ao ensino ;Noturno;licenciatura em biologia e química;Muito importante;falta de renda
2/28/2025 18:17:44;Sim;entre 15 e 24 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;Mais de 5 pessoas;Superior incompleto;Todas em instituição pública;Sim, pois irá complementar minha carreira profissional na área da educação. Assim como também ira me ajudar meu desenvolvimento e compreender melhor os deveres de ser um profissional da educação.;Noturno;Sim, logística ou administração;Muito importante;Horário, valor da mensalidade elevado e baixa qualidade de ensino
2/28/2025 18:18:22;Sim;entre 31 e 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;3 pessoas;Superior incompleto;Todas em instituição pública;SIM;Noturno;NAO;Muito importante;A TAXA DA MENSALIDADE, OU CONDIÇÕES PARA PAGAR.
2/28/2025 18:18:50;Sim;mais de 40 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;3 pessoas;Superior incompleto;Todas em instituição pública;Sim! Porque para uma oportunidade de Emprego ;Noturno;Comunicação Social;Muito importante;O finaceiro
2/28/2025 18:20:17;Sim;entre 25 e 30 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;3 pessoas;Mestrado;Todas em instituição pública;Interesse na área educacional ;Noturno;Educação física ;Muito importante;
2/28/2025 18:22:39;Sim;entre 31 e 40 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;2 pessoas;Superior completo;Todas em instituição pública;Sim. Novos cursos sempre são bem vindos. Pode agregar muito na vida das pessoas. Trazer novas experiências e contribuir muito com a sociedade.;Noturno;Teria em cursos de pós-graduação. ;Importante;
2/28/2025 18:28:05;Sim;mais de 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;1 pessoa;Superior completo;Todas em instituição pública;Sim;Noturno;História;Muito importante;São todos EAD
2/28/2025 18:36:29;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Médio incompleto;Todas em instituição pública;Não ;;Sim, farmácia ;Pouco relevante;Muitas ofertam mas optei por outra licenciatura 
2/28/2025 18:47:28;Sim;entre 15 e 24 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;2 pessoas;Médio completo;Todas em instituição pública;Não ;;Sim, odontologia ;Pouco relevante;Não queria cursar 
2/28/2025 18:49:28;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;3 pessoas;Médio completo;Todas em instituição pública;Não, mas gostaria que a universidade ofertasse esse curso, pois abrirá mais oportunidades para a educação ;;Design ;Muito importante;Eu apenas queria fisioterapia na Ufam mesmo, mas pedagogia é uma ótima oportunidade 
2/28/2025 18:52:35;Sim;mais de 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;3 pessoas;Superior completo;Todas em instituição pública;Sim;Noturno;TI;Muito importante;O recurso financeiro e pela forma de ser a distância. Ainda sou do tempo de participa da aula interagir com o professor.
2/28/2025 19:07:34;Sim;entre 15 e 24 anos;Não;Sim;;Indígena;02 a 04 salários-mínimos;Mais de 5 pessoas;Superior incompleto;Todas em instituição pública;Sim;Diurno;Educação física ;Muito importante;Dinheiro
2/28/2025 19:16:25;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Sim, sempre tiver interesse em cursar pedagogia pois ela pois ela tem várias áreas de atuação no mercado de trabalho.;Noturno;Psicologia, odontologia e gestão financeira.;Muito importante;Questão financeira.
2/28/2025 19:23:50;Sim;entre 31 e 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;2 pessoas;Superior completo;Todas em instituição pública;Não, primeiro no município tem muitos pedagogos desempregados, além  disso, muitas instituições oferecem esse curso no município.;;Psicologia.;Pouco relevante;Falta de interesse msm.
2/28/2025 19:34:28;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;3 pessoas;Superior incompleto;Todas em instituição pública;Não, no momento estou cursando outro curso;;;Importante;Pedagogia nunca foi meu sonho, sempre me interessei mais pela área da saúde.
2/28/2025 19:38:25;Sim;entre 31 e 40 anos;Não;Sim;;Parda;04 a 06 salários-mínimos;3 pessoas;Superior completo;Todas em instituição pública;Acho que seria importante para o Município, temos carência de pedagogo. ;Noturno;Psicologia;Muito importante;Geralmente o que impede é valor da mensalidade
2/28/2025 19:46:28;Sim;entre 25 e 30 anos;Não;Não;Anamã-Am;Parda;Menos de 02 salários-mínimos;Mais de 5 pessoas;Superior completo;Todas em instituição pública;Sim, pois acredito que seja uma área que irá complementar a área no qual sou formado: professor de matemática e física. ;Noturno;Sim, Astronomia.;Muito importante;A falta de dinheiro e auxílios são os principais fatores.
2/28/2025 19:55:11;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior incompleto;Todas em instituição pública;Não, pois já estou fazendo uma outra graduação.;;;Importante;Sim, mas faculdade não era uma opção.
2/28/2025 19:55:18;Sim;entre 25 e 30 anos;Não;Sim;;Indígena;02 a 04 salários-mínimos;4 pessoas;Superior incompleto;Todas em instituição pública;Para ter mais opções de trabalho ;Noturno;Ondotologia;Muito importante;Os cursos não são presenciais 
2/28/2025 19:58:17;Sim;entre 15 e 24 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;5 pessoas;Superior completo;Todas em instituição pública;Não tenho a necessidade de cursar pedagogia ;;Eu tenho muito interesse no curso de Agronomia, e acredito que seja um curso bem importante para Coari, tendo em vista que na nossa região e nos municípios vizinhos a agricultura é bem predominante, logo se faz necessário um profissional formado em Agronomia para melhorar a produção etc...;Sem necessidade;Não é uma área ao qual desperta meu interesse 
2/28/2025 20:00:43;Sim;entre 15 e 24 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;2 pessoas;Médio completo;Todas em instituição pública;Acredito que com a formação em pedagogia, principalmente na cidade de coari, vai ajudar demais as instituições que estão precisando de profissionais. Acredite tbm, que com a vinda desse curso, promoverá a realização de possíveis sonhos em um concurso público, bem como na linha de pesquisa em educação, as quais esta ajudaram a cidade a identificar as lacunas na educação.;Diurno;Sim! Educação Física e Filosofia, história e artes;Muito importante;Não me adequei a modalidade das disciplinas ofertada a distância 
2/28/2025 20:09:30;Sim;entre 25 e 30 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Para contribuir com a Educação do Município de Coari;Noturno;;Muito importante;A maioria são Ead
2/28/2025 20:13:07;Sim;mais de 40 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Gostaria que outras pessoas tivessem essa oportunidade ;;Arqueologia ;Muito importante;Já cursei
2/28/2025 20:18:57;Sim;entre 15 e 24 anos;Não;Sim;;Branca;Menos de 02 salários-mínimos;3 pessoas;Médio completo;Todas em instituição pública;Sim. Vejo a oportunidade de cursar este curso pois tenho desejo de ser professora e ser da área pedagógica, além de ter apenas particular em nossa cidade. ;Matutino;Sim, psicologia ;Muito importante;Falta de dinheiro para pagar 
2/28/2025 20:27:08;Sim;entre 31 e 40 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;3 pessoas;Superior completo;Todas em instituição pública;Sim, muito! Admiro essa área ;Noturno;;Importante;
2/28/2025 20:34:26;Sim;entre 15 e 24 anos;Não;Sim;;Branca;Menos de 02 salários-mínimos;2 pessoas;Médio completo;Todas em instituição pública;Sim, gosto da profissão ;Matutino;Licenciatura em História ;Muito importante;Distância, passei pelo sisu, porém não tive condição de me mudar para a capital.
2/28/2025 20:36:35;Sim;entre 25 e 30 anos;Não;Sim;;Preta;02 a 04 salários-mínimos;3 pessoas;Superior completo;Todas em instituição pública;Porque é uma área do conhecimento que me identifico e tenho interesse em atuar!;Noturno;Não! ;Muito importante;Recurso financeiro 
2/28/2025 20:38:53;Sim;entre 15 e 24 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;5 pessoas;Médio completo;Todas em instituição pública;Sim . Porque é uma área importante e posso repassar um  pouco do aprendizado.e atuar em diversas áreas, como a educação escolar, a consultoria, e o treinamento e desenvolvimento de pessoas. ;Diurno;Sim.Licenciatura em  Psicologia ;Muito importante;Estabilidade financeiras.
2/28/2025 20:41:48;Sim;entre 15 e 24 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;Mais de 5 pessoas;Médio completo;Todas em instituição pública;Sim;Noturno;;Muito importante;
2/28/2025 20:56:10;Sim;entre 31 e 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;Mais de 5 pessoas;Médio completo;Todas em instituição pública;Sim. Acredito  que a educação  pode melhorar  o nosso país ;Noturno;Psicopedagogia ;Importante;Questão  financeira 
2/28/2025 21:05:19;Sim;entre 15 e 24 anos;Não;Sim;;Preta;02 a 04 salários-mínimos;5 pessoas;Médio completo;Todas em instituição pública;Não ;;Biomedicina;Pouco relevante;
2/28/2025 21:08:11;Não;entre 15 e 24 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;5 pessoas;Médio completo;Todas em instituição pública;É um curso que nos possibilita diversas oportunidades no mercado de trabalho ;Matutino;Biologia e química ;Muito importante;O dinheiro
2/28/2025 21:18:13;Sim;mais de 40 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;4 pessoas;Mestrado;Todas em instituição pública;Não ;;Psicologia ou odontologia;Sem necessidade;Curso de Pedagogia há muitas ofertas
2/28/2025 21:19:28;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;3 pessoas;Superior completo;Todas em instituição pública;Sim, pois iria ajudar bastante na minha carreira como professora;Matutino;;Muito importante;Ajudas de custos, falta de dinheiro 
2/28/2025 21:28:23;Sim;entre 31 e 40 anos;Não;Sim;;Parda;04 a 06 salários-mínimos;5 pessoas;Superior completo;Todas em instituição pública;Já sou formada em pedagogia, mas acho muito importante que o curso seja ofertado ;Noturno;Direito;Muito importante;Oferecem sim, o ensino não ser muito bom
2/28/2025 21:39:36;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;Mais de 5 pessoas;Superior completo;Todas em instituição pública;Sim, porque gosto de ensinar , aprender e a contribuir para a formação de outras pessoas . ;Noturno;Direito ;Muito importante;Sem condições financeiras . 
2/28/2025 21:51:49;Sim;mais de 40 anos;Não;Sim;;Parda;06 a 08 salários-mínimos;4 pessoas;Superior completo;Todas em instituição pública;Sim, pois quero ampliar  conhecimentos e contribuir para o ensino aprendizagem.;Noturno;Licenciatura em Educação Física ;Muito importante;
2/28/2025 22:06:49;Sim;entre 31 e 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;2 pessoas;Superior incompleto;Todas em instituição pública;Tenho interesse. É uma área profissional que me atrai bastante. Ainda não consegui fazer, pelo fato de a maioria das ofertas serem de instituições privadas.;Noturno;Psicologia ;Muito importante;A questão financeira, os valores das mensalidades sofrem alterações a cada semestre.
2/28/2025 22:22:00;Sim;entre 15 e 24 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;Mais de 5 pessoas;Médio completo;Todas em instituição pública;Sim, Para ajudar abrir porta de oportunidade para me no mercado do trabalho ;Noturno;Geografia ;Muito importante;Não ter condições para pagar.
2/28/2025 22:22:10;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;2 pessoas;Superior completo;Todas em instituição pública;Sim, pois tenho vontade de ampliar minha área de atuação.;Noturno;Geografia ;Muito importante;Condição financeiras 
2/28/2025 22:30:05;Sim;entre 25 e 30 anos;Não;Sim;Codajás ;Parda;Menos de 02 salários-mínimos;2 pessoas;Superior completo;Todas em instituição pública;Não.;;Educação Física ;Pouco relevante;Já tem muitos profissionais na área. 
2/28/2025 22:35:50;Sim;entre 25 e 30 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;5 pessoas;Superior incompleto;Todas em instituição pública;Porque é uma das áreas que bem procura no mercado de trabalho ;Vespertino;;Muito importante;
2/28/2025 22:37:31;Sim;entre 25 e 30 anos;Não;Sim;;Indígena;Menos de 02 salários-mínimos;3 pessoas;Médio completo;Todas em instituição pública;Trabalha na escola de maneira multidisciplinar.;Noturno;;Muito importante;Financeiro 
2/28/2025 22:37:48;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior incompleto;Todas em instituição pública;Não tenho. Acho desnecessário esse curso no ISB. Mesmo tendo professores da área ;;Seria interessante cursos relacionados ao nome do instituto -ISB- Educação física, agronomia, odontologia, psicologia ;Sem necessidade;
2/28/2025 22:40:12;Sim;entre 31 e 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;5 pessoas;Médio completo;Todas em instituição pública;Sim e o meu maior desejo ;Noturno;Segurança do trabalho ;Muito importante;Recursos financieros 
2/28/2025 22:41:30;Sim;entre 25 e 30 anos;Não;Sim;;Parda;02 a 04 salários-mínimos;3 pessoas;Superior completo;Todas em instituição pública;Sim, já que é uma ampla área dentro da educação.;Noturno;Sim, Licenciatura em Letras-Português;Importante;Sim, falta de recursos financeiros
2/28/2025 22:47:19;Sim;entre 25 e 30 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;2 pessoas;Médio completo;Todas em instituição pública;Tenho sim, e uma área que gosto ;Vespertino;;Muito importante;Sem recurso pra pagar 
2/28/2025 22:48:57;Sim;mais de 40 anos;Não;Sim;;Parda;Menos de 02 salários-mínimos;4 pessoas;Superior incompleto;Todas em instituição pública;Não ;;Farmácia  Fonodiologo  Educação Física  Veterinário;Sem necessidade;Questão financeira.
2/28/2025 22:57:14;Sim;entre 31 e 40 anos;Não;Não;Manaus;Branca;06 a 08 salários-mínimos;1 pessoa;Superior completo;Parte em instituição pública e parte privada;Não ;;;Muito importante;
